source,stage_num,stage,quantity,value,unit
right_gripper,17,deprojection,centroid X,0.0301,m
right_gripper,17,deprojection,centroid Y,0.0901,m
right_gripper,17,deprojection,centroid Z,0.5402,m
right_gripper,18,ransac,normal x,0.126,-
right_gripper,18,ransac,normal y,-0.9409,-
right_gripper,18,ransac,normal z,-0.3144,-
right_gripper,18,ransac,offset d,0.2981,m
right_gripper,18,ransac,points fitted,42931,count
right_gripper,18,ransac,points scored,42931,count
right_gripper,18,ransac,inliers,22654,count
right_gripper,18,ransac,inlier fraction,52.77,%
right_gripper,18,ransac,residual RMS,1.597,mm
right_gripper,18,ransac,inlier tolerance,6,mm
right_gripper,18,ransac,RANSAC iterations,400,count
right_gripper,18,ransac,angle to the optical axis,71.68,deg
right_gripper,19,pca_refine,normal moved,0,deg
right_gripper,19,pca_refine,RMS before refinement,1.597,mm
right_gripper,19,pca_refine,RMS after refinement,1.597,mm
right_gripper,19,pca_refine,inliers with the matched pair,22654,count
right_gripper,19,pca_refine,inliers with a mixed normal and offset,22654,count
right_gripper,19,pca_refine,inliers lost by mixing,0,count
right_gripper,20,height_map,height threshold,5,mm
right_gripper,20,height_map,points above it,20313,count
right_gripper,20,height_map,that fraction,47.315,%
right_gripper,20,height_map,tallest point,357.84,mm
right_gripper,20,height_map,lowest point,-12.85,mm
right_gripper,20,height_map,median height,2.358,mm
right_gripper,21,mode_surface,bin width,2,mm
right_gripper,21,mode_surface,points binned,42931,count
right_gripper,21,mode_surface,share in the fullest bin,33.06,%
right_gripper,21,mode_surface,share required,20,%
right_gripper,21,mode_surface,modal bin centre,-0.2979,m
right_gripper,21,mode_surface,refined estimate,-0.2981,m
right_gripper,21,mode_surface,spread of the inliers,1.605,mm
right_gripper,21,mode_surface,inlier band,6,mm
right_gripper,21,mode_surface,a plain mean would say,-0.2508,m
right_gripper,21,mode_surface,that mean's error,47.27,mm
right_gripper,21,mode_surface,RANSAC's own offset,-0.2981,m
right_gripper,21,mode_surface,the two estimators differ by,0.039,mm
right_gripper,22,on_surface,pieces standing on the surface,1,count
right_gripper,22,on_surface,height threshold,5,mm
right_gripper,22,on_surface,largest piece,354,px
right_gripper,22,on_surface,tallest piece,198.9,mm
right_gripper,23,cube_measurement,object points,170,count
right_gripper,23,cube_measurement,points that are the colour but ON the plane,711,count
right_gripper,23,cube_measurement,points off the plane but not the colour,20143,count
right_gripper,23,cube_measurement,top above the plane,56.51,mm
right_gripper,23,cube_measurement,median height,20.01,mm
right_gripper,23,cube_measurement,centre x,0.051,m
right_gripper,23,cube_measurement,centre y,0.0514,m
right_gripper,23,cube_measurement,centre z,0.7249,m
right_gripper,23,cube_measurement,range to the centre,0.7285,m
right_gripper,23,cube_measurement,plane RMS,1.597,mm
right_gripper,23,cube_measurement,plane inlier fraction,0.5277,-
right_gripper,23,cube_measurement,minimum points the pick requires,60,count
right_gripper,24,layers,region area,260241,px
right_gripper,24,layers,points lifted from it,17456,count
right_gripper,24,layers,points above the plane,7699,count
right_gripper,24,layers,pixels removed by the 1 px erosion,3882,px
right_gripper,24,layers,layers found,3,count
right_gripper,24,layers,lowest point,4,mm
right_gripper,24,layers,highest point,198.87,mm
right_gripper,25,min_width,instance points,7699,count
right_gripper,25,min_width,"minimum width, rotating calipers",190.78,mm
right_gripper,25,min_width,at this angle in the plane,170,deg
right_gripper,25,min_width,"PCA short axis, THE CONTROL",226.01,mm
right_gripper,25,min_width,"axis-aligned box, THE CONTROL",241.19,mm
right_gripper,25,min_width,PCA overstates by,35.23,mm
right_gripper,25,min_width,long axis,626.72,mm
right_gripper,25,min_width,height,194.87,mm
right_gripper,25,min_width,jaw span,85,mm
right_gripper,25,min_width,graspable as it lies,no,-
right_gripper,25,min_width,sweep step,0.5,deg
right_gripper,26,nested,instances in,24,count
right_gripper,26,nested,kept,20,count
right_gripper,26,nested,dropped as already explained,4,count
right_gripper,26,nested,voxel size,5,mm
right_gripper,26,nested,overlap fraction that rejects,0.55,-
right_gripper,29,table,points on the surface,19689,count
right_gripper,29,table,surface extent along its first axis,0.4305,m
right_gripper,29,table,surface extent along its second axis,0.4658,m
right_gripper,29,table,area spanned,0.2005,m2
right_gripper,29,table,perpendicular distance from the camera,0.2901,m
right_gripper,29,table,distance to the middle of that extent,0.6671,m
right_gripper,29,table,nearest point on the surface,0.4656,m
right_gripper,29,table,furthest point on the surface,0.9366,m
right_gripper,29,table,tilt from the optical axis,71.7,deg
right_gripper,29,table,"flatness, RMS of the inliers",1.688,mm
right_gripper,30,boxes3d,objects posed,12,count
right_gripper,30,boxes3d,nearest object,0.3377,m
right_gripper,30,boxes3d,furthest object,0.8955,m
right_gripper,30,boxes3d,largest footprint,626.7,mm
right_gripper,30,boxes3d,tallest object,223.4,mm
right_gripper,30,boxes3d,graspable within the 85 mm jaw,6,count
right_gripper,31,distances,objects measured,10,count
right_gripper,31,distances,nearest object,0.3377,m
right_gripper,31,distances,furthest object,0.8955,m
right_gripper,31,distances,closest pair,0.0091,m
right_gripper,31,distances,tightest free gap,0,m
right_gripper,31,distances,what the origin IS,"the wrist camera, so range is distance from the HAND",-
right_gripper,33,self_view,pixels nearer than the gate,0,px
right_gripper,33,self_view,that fraction,0,%
right_gripper,33,self_view,nearest return of all,0.149,m
right_gripper,33,self_view,blobs of near return,0,count
right_gripper,33,self_view,this camera is on the hand,yes,-
